,count,hate_speech,offensive_language,neither,class,tweet
3996,3,0,3,0,1,"@LampreyMilt @DelSchilling @BertLoch No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada."
10559,3,0,2,1,1,"I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!"
3722,3,0,3,0,1,@JawShoeeAhhh bitch you can't even say no lol
6096,3,1,2,0,1,"@emmyhighr0ller @Cyberobama 
you sound like a real cunt"
7255,3,0,1,2,2,@smokeabluntdgaf @Haiimbreanna You guys don't get evolution do you? You only share a common ancestor with apes.
8252,3,0,3,0,1,Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard
8796,3,0,3,0,1,Curly girls is where its at and you bitches need to get with it
20738,3,0,1,2,2,"RT @viper5816: Sen. Harry Reid Lists all the Things Republicans Have Blocked in the Senate http://t.co/bjoWvABwhi via @townhallcom
He is ho&#8230;"
11370,3,0,3,0,1,I wish I could punch the 14 year old me for being such a thirsty bitch
8970,3,1,2,0,1,Did this bitch really just ask me do I have a badge to be in this building while going to my floor. White people just don't change at all.
21516,3,0,0,3,2,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;"
17768,3,0,3,0,1,RT @SortaBad: A boy won the Scripps Spelling Bee by spelling 'knaidel'. Used in a sentence: I'll never get any pussy because I know how to &#8230;
829,3,0,0,3,2,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!
23526,3,0,3,0,1,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.
20287,3,1,2,0,1,"RT @polarisclub: ""im laughing so hard lay is the un-loyalist of hos""

plea"
5392,3,0,0,3,2,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird
24130,3,1,2,0,1,bitch niggas owe me money
19651,3,0,3,0,1,"RT @iamlaryn_: Ego so big I must admit , I got every reason to feel like I'm that bitch &#128522;"
20858,3,0,3,0,1,RT @young_thrill3r: These hoes ain't loyal
21132,3,0,3,0,1,Serious question: what do white boys pull up on bitches bumpin?
2385,3,1,2,0,1,@5Dimes fuck you tony...you greaseball piece of shit-
5654,6,1,5,0,1,@alexrojas_10 yo fag Rojas
6829,3,1,2,0,1,"@matty_2_fatty fuck you bitch, where's my sleeve"
18814,3,0,3,0,1,RT @__ashlaaay: Why does everybody drive like retards when it rains lol
12346,3,0,0,3,2,Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube
13349,3,0,2,1,1,My dumbass has a redskins mcnab jersey
19694,3,0,3,0,1,"RT @isaidthatshit: LMFAOOOOOOOOOOOOOOOO RT @2ChainzLyrics: Put that muthafuckin jelly on that bread, bitch spread it http://t.co/pzTSt16cew"""
9118,4,0,3,1,1,Dude said 1:30 bitch I took a whole nap before my 5:30 midterms
3011,3,0,3,0,1,@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol
23917,3,0,3,0,1,You think America has crooked laws?Women in other countries get executed in the street for shoning.You American hoes wouldn't make it.
6806,3,0,3,0,1,@madi_kat prolly not. They sound like little bitches.
13646,3,0,3,0,1,"Niggas be impregnating the most basic of bitches.. No job, don't know how to drive a car, no money, no house... n wonder why they miserable"
11898,3,0,3,0,1,If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr
5317,3,1,2,0,1,@Wu_Pac @bestfrycook stfu bitch
13062,3,0,3,0,1,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at"
11172,6,1,5,0,1,I slept good thenna bitch tho
2843,9,2,7,0,1,"@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced"
13249,3,0,3,0,1,Music is the only bitch I put up with
2406,3,0,3,0,1,@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs
2901,3,2,0,1,0,@CheCha__ be gone my nigguh
25126,3,0,0,3,2,"trust me, just set the alpha to 0. it's just as good (maybe better) than setting the visibility to false. now: fly on silver bird!"
13748,3,0,3,0,1,"Nobody ever got famous by being a whiny bitch. Either change the things that make you unhappy, or be a whining turd-farmer."
21411,3,1,2,0,1,So many bitches think they're so much hotter than they are
1759,3,0,3,0,1,&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls
11484,3,0,3,0,1,I'm XXX triple x rated bitch
21573,3,0,0,3,2,Space brownies &#128125;
10441,3,0,3,0,1,I dare a bitch to key my truck &#128530;&#128298;
7038,3,0,1,2,2,"@politicsofamy Whoa easy Amy, don't slag the Canucks too much with such a generalization"
18909,3,0,3,0,1,RT @_tonktrippin: if you can't do or say certain shit in front of yo bitch then don't do it
19376,3,1,2,0,1,RT @elchavaloko: I can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2 himse&#8230;
4104,3,0,3,0,1,@MIKEB_IN_THE_D free world bitch
21458,3,0,3,0,1,Sock the pussy like I'm vegeta
20294,3,0,3,0,1,"RT @pound_Mytweets: ""@wheeler_kashhh: http://t.co/PtQA8LZqEA"" &#128525;&#128525;&#128525; we gave bitches something to be mad about . !"
24168,3,0,3,0,1,bitches love good morning posts
18981,6,0,6,0,1,RT @antglizzygg: Tell your bitch that I'm that nigga now
16531,6,1,5,0,1,RT @LeBronVuitton: Kill'lees hoes when I feel like it
21972,3,1,2,0,1,The TL talkin about eatin pussy and u watchin soccer? Ur a grade A faggot RT @KillaKev27: This game is crazy !!!
8022,3,0,3,0,1,"Apple sauce, bitch."
4789,6,0,5,1,1,@ScanBC hoe the cookie crisp cop is on the case.
23429,6,0,5,1,1,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
25069,4,0,1,3,2,third party keyboards on iOS 8 trash
18873,3,0,2,1,1,RT @_itsKILLA_: Yall hoes love football
2728,3,0,3,0,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.
20978,3,0,3,0,1,Rihanna must got the holy grail of pussy &#128514;
13836,3,0,3,0,1,OGs Love too See a yung nicca come up
24480,3,1,2,0,1,i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass
6756,6,0,6,0,1,@lifeof_brandon text me bitch
23310,3,3,0,0,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
16247,6,1,3,2,1,RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;
14839,3,3,0,0,0,RT @BroganWebber: Beyonc&#233; is trash.
1095,3,0,3,0,1,"&#8220;@1_anddone: Fuck east st john and all they fans, familys , &amp; friends&#8221;

Shut yo bitch ass up"
9937,3,0,3,0,1,Hardly ever sober bitch I party till it's over.
10347,3,0,3,0,1,"I been with the same STUD for a year....That bitch, her attitude nasty."
11178,3,0,3,0,1,I spend my money on weed clothes n food not hoes
19139,3,0,3,0,1,RT @caseytu88662466: Play pussy get fucked
3604,3,0,0,3,2,@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!
13318,3,1,2,0,1,My boyfriend is such a smart ass bitch watch yourself you wear the pants but I fucking unzip them. K.
3193,3,1,2,0,1,@Elijahfnbaby bra I'm bout to blaze this bitch
11206,3,1,2,0,1,I swear ion see how broke niccas still out here gettin pussy smh
14643,3,0,2,1,1,RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;
1480,3,1,2,0,1,&#8220;@NotGrimey &#8220;@BobbyBudnic My brother a faggot&#8221;&#8221;smh
13267,3,0,1,2,2,My Twitter app is poo trash.
1421,3,1,2,0,1,&#8220;@LuaBoo: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;
1022,3,0,3,0,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before"""
14494,3,0,3,0,1,RT @AllyMarshalll: Good riddance bitches &#128079;&#9996;&#128075; http://t.co/deQBjLFtxz
2026,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/FhGqF0RWBE
18496,3,0,3,0,1,"RT @WorkaholicBlake: *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ..."
13287,3,0,3,0,1,My bitch Remy stuck in 06 &#128557;
23790,3,0,3,0,1,You fat hoes need to exercise and diet
23072,3,0,0,3,2,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!"
14964,3,0,3,0,1,RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr
20344,6,0,6,0,1,RT @redbonejasssy: She said I got to many hoes
17792,3,0,0,3,2,RT @SportsCenter: Derek Jeter leaves baseball as one of the greatest Yankees ever. (via @ESPNMag) http://t.co/MSUwxc3tYx
22552,3,0,0,3,2,This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe
12806,3,0,3,0,1,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;
23533,3,1,2,0,1,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT
19787,3,2,1,0,0,RT @jezzzz_: &#8220;@Ginga_Snaps13: @jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow&#8221; @RitenourSchools @BarackObama @&#8230;
9135,9,3,6,0,1,Dumb bitch
4476,3,0,3,0,1,"@OprahSideNigga @95ToInfinite 
exotic bitches
do exotic things
these hoes aint loyal"
16947,3,0,3,0,1,RT @MyDicklsCaIled: My dick is called Offensive Joke because some bitches get hurt when it goes too far.
18573,3,0,2,1,1,RT @Yansii_: This bitch don went super saiyan 5 at walmart http://t.co/xkF59toVcK
4358,3,0,1,2,2,"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one"
20368,3,0,3,0,1,RT @roLLYuP23: When you deep in the pussy &#128514; http://t.co/3AtjdYqMnf
22447,3,0,3,0,1,This bitch just chillin http://t.co/lp9Xd7qRzP
25058,3,1,2,0,1,these pussy ass niggas ain't bout that life
23340,6,1,5,0,1,Why do I have the worst BM in the world smh this bitch the devil !
13597,3,0,2,1,1,Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine
9757,3,0,0,3,2,Good morning Charlie @Charlie4927 @jrstws @qnoftherealm @SavvyHuman @scdorn @yrwol7 @PlainUnamerican @ErickInNC @PuterPrsn @tomwfry
17897,3,0,3,0,1,RT @Swizzzy: How do bitches &#8220;Peep everything&#8221; but still getting cheated on something not adding up
23670,3,0,3,0,1,Yo bitch she boof she got that throwbac pussy !
12661,3,0,3,0,1,"Let a bitch try and set me up , she gone be stuck between a rock nd dis mufuckin Glock! MY BITCH BAD SHE TERRIBLE &#128044;"
19484,3,0,3,0,1,RT @gorgeouss_kee: @joytooawesome @vintage_monroe_ &#128528; bitch.... Yall relationship ain't shit but a theory
10592,3,0,3,0,1,"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy."
8874,3,0,3,0,1,Damn this bitch nasty lol
6997,3,0,1,2,2,@osnapitzthorne @AcaciaBrinley trash?
22167,3,0,1,2,2,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife
21211,3,0,3,0,1,She the reason I'm quick to dip out on a bitch.
17680,3,0,3,0,1,RT @SheeeRatchet: When you and your boys discover a hoe&#128514;&#128514;&#128514; https://t.co/QHoHalWQJ2
8589,3,0,0,3,2,"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!"
16751,3,0,3,0,1,RT @MarioPalush: trying so hard to resist the urge to smack a bitch http://t.co/UkOF7K2RrH
23371,3,0,3,0,1,Why is my phone being a fucking bitch
3118,3,0,0,3,2,"@DizzyBala God awful, and that dude is Dorian / eggplant black."
7018,6,0,0,6,2,@peteyhoti that funky monkey
626,3,0,3,0,1,"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool...."" #redskins #NFL #concussion #jokes"
14751,3,0,3,0,1,RT @BlackJeezuss: bitches cant finish a 6 inch sub but want a 12 inch dick
6905,3,1,2,0,1,"@moneyhabitz17 hell yea,I'm surrounded by hillbillys an real ass rednecks"
11814,3,0,2,1,1,If a bitch don't taste her own &#128573; you shouldn't even dare eat it &#128567;
14782,3,1,2,0,1,RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;
20907,3,0,2,1,1,Raised Round real niccas no decoy
16769,6,2,4,0,1,RT @MattAncheyta: Dumb bitch
19776,3,0,3,0,1,RT @jenny_barajas: &#8220;@FazeyBaby: quote this tweet with the funniest pic in ya camera roll &#128514;&#8221; this bitch started it all&#128514; http://t.co/8xqcxUo&#8230;
14946,3,0,3,0,1,RT @CappDaPrez: Bust dat pussy wide OPEN
2421,3,0,0,3,2,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?
5402,6,0,6,0,1,@ZELNO96 one sick bitch
18569,3,0,0,3,2,"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too."
13097,3,0,0,3,2,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s"
9968,3,0,3,0,1,"Having ""them hoes"" gets old, well it has gotten old already."
14447,3,0,3,0,1,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;
5805,3,0,3,0,1,"@bosxe it worked, bitch!!!"
7521,3,0,2,1,1,@woohdakidd_74 lol da nicca was str8 n Friday wit out it but dude str8 Uncle Tom nicca now
10881,3,2,1,0,0,I just wanna slit this mf throat
1365,3,0,3,0,1,&#8220;@Jay_Kay239: This weather need to not flag today! We trying to 50 zip a bitch tonight&#8221; yessssirrrrr
11491,3,0,3,0,1,I'm a bitch now ? Ok.
16042,3,0,3,0,1,RT @ItsKiaraaaa: &#8220;@WestYourMajesty: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;
3892,3,0,0,3,2,"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins"
19509,3,0,2,1,1,RT @haztv: Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes
1856,3,0,3,0,1,&#8220;@kincade00: Rico be bored then a bitch&#8221;damn boy you watch me more than these hoes do
12315,3,0,3,0,1,Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards
15545,3,0,2,1,1,RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;
24723,3,0,3,0,1,"money, weed n bitches... hanging wit snitches shit it wasn't my intention"
15939,3,0,3,0,1,"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya"
7819,3,0,3,0,1,All of my bitches know they temporary
22657,3,1,0,2,2,"Tilt my chin back, slit my throat, take a bath in my blood, get to know me"
21453,3,1,2,0,1,"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?"
11374,3,1,2,0,1,I wish I would argue with a nigga or a bitch imma just laugh at ya ass
1617,6,0,2,4,2,"&#8220;@TryHardSilva: Quote this with a weezy verse"" I'm a diamond in the rough like a baby in the trash"
20743,3,0,3,0,1,RT @w1LLiam_: @Whackko y'all boyz was fried! Fuck dat pussy nigga in the blue doe
25113,3,1,2,0,1,too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig
7573,3,0,1,2,2,@yobritttany wagon burner! Jk jk you did look pretty Latino here
263,3,2,1,0,0,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger"
8072,3,0,3,0,1,Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3
23326,3,0,3,0,1,"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """
22897,3,0,0,3,2,Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4
11031,3,0,1,2,2,"I mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;"
3079,3,0,3,0,1,@DeezNutsDoe shut your mouth you little fuckin bitch
18138,3,0,3,0,1,RT @TheVoiceOfMiami: I wonder how many of y'all hoes got homegrown sex tapes online and U.O.E.N.O
15686,3,0,0,3,2,"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin"
17696,3,0,3,0,1,RT @ShitPussiesSay: What's with all these pussies turning themselves into Yu-Gi-Oh cards lately http://t.co/sfVcNdHWzV
5145,3,0,3,0,1,@ThugMon3yy @ChandailBailey @SteeZeyFLOW @HunturPls it does. you and all your hipster friends are ugly as fuck... and yo pussies all stank
24925,3,0,3,0,1,shitting on these crusty hoes http://t.co/1oOHx1y6Xt
16331,3,0,3,0,1,"RT @KattPacWilliams: Niggas wearing TOMS &amp; UGGS , &amp; bitches wearing JAYS &amp; TIMBS. Lol, this aint what Usher meant when he said ""Trading Pla&#8230;"
3115,3,1,2,0,1,@DividendMaster obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.
23056,3,0,3,0,1,Wet bitches http://t.co/fm7UDyku
21779,3,0,0,3,2,Terrifying. #leprechaun http://t.co/447wgkSVVG
21238,3,0,3,0,1,Shit is trash
7285,3,0,1,2,2,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles"
8292,3,0,3,0,1,Bitches be like I want something real ... And I be like I want a bitch with real hair but we can't always get what we want now can we lol
